edad,sueldo,experiencia,a�os_empleo,etiqueta,pais
61,50835,10,1,C,Urugay
53,77826,9,9,A,Mexico
22,99996,4,8,A,Peru
45,55075,6,2,C,Estados Unidos
31,28162,6,8,C,Urugay
42,43485,6,6,B,Argentina
47,95123,7,6,B,Estados Unidos
62,77044,3,8,A,Peru
63,37045,3,6,A,Argentina
54,44639,14,4,A,Urugay
63,34671,6,6,A,Mexico
35,93157,10,3,B,Urugay
30,33331,10,1,B,Mexico
38,30507,8,8,B,Mexico
61,97134,9,6,A,Argentina
40,50661,2,4,A,Mexico
34,68678,3,4,B,Mexico
29,90546,12,7,A,Peru
39,29417,12,9,B,Mexico
61,40438,5,7,B,Argentina
26,97447,4,7,A,Mexico
31,68242,6,7,B,Mexico
43,85547,3,9,B,Estados Unidos
62,38468,13,1,B,Argentina
60,61471,4,5,C,Peru
27,56466,14,9,C,Argentina
61,85241,11,4,B,Peru
56,97689,10,5,C,Urugay
61,33609,6,5,B,Canada
34,83683,12,5,B,Urugay
35,36467,7,2,C,Mexico
62,74182,9,3,A,Urugay
29,38246,7,4,B,Mexico
50,37330,8,7,C,Urugay
30,31420,11,5,A,Urugay
49,74102,4,6,B,Argentina
60,82667,4,6,A,Canada
41,32064,3,6,C,Urugay
31,31002,4,5,B,Canada
26,58697,4,2,A,Mexico
49,80293,11,9,C,Peru
41,72994,6,8,C,Peru
36,46715,2,8,C,Argentina
36,51834,5,6,A,Mexico
39,68613,7,1,A,Argentina
36,50048,5,3,B,Urugay
54,54499,3,5,A,Mexico
59,70957,14,8,A,Peru
21,55779,3,2,C,Urugay
44,61892,5,8,B,Mexico
34,93137,4,8,C,Peru
30,82213,14,4,C,Argentina
54,42957,6,2,B,Mexico
57,31214,13,3,A,Urugay
48,78226,9,3,C,Estados Unidos
25,46759,4,2,B,Peru
40,33763,12,3,A,Mexico
59,57752,7,1,C,Argentina
21,79535,6,8,B,Mexico
37,93110,1,6,A,Mexico
37,49962,4,6,B,Urugay
45,53184,7,1,C,Mexico
43,45652,8,8,C,Argentina
23,99953,6,6,A,Urugay
59,41723,12,4,C,Mexico
52,32016,5,1,C,Argentina
49,83917,4,4,C,Argentina
52,72485,5,3,B,Argentina
39,97180,9,3,A,Argentina
25,96134,6,2,C,Mexico
56,77913,1,5,B,Estados Unidos
48,30416,4,1,A,Mexico
30,70775,7,4,C,Argentina
23,97630,14,1,C,Estados Unidos
28,57342,13,2,C,Mexico
57,78187,14,3,C,Estados Unidos
34,56376,13,2,B,Estados Unidos
26,38269,10,1,B,Peru
49,69470,3,8,B,Argentina
45,46963,8,3,B,Peru
42,34529,11,3,C,Argentina
43,99324,1,1,B,Canada
55,48079,12,5,C,Estados Unidos
36,60590,11,5,A,Estados Unidos
34,50192,12,1,B,Estados Unidos
59,58435,12,5,B,Argentina
31,36187,2,9,C,Estados Unidos
20,35124,12,2,C,Canada
51,51855,13,4,B,Argentina
43,50585,4,8,A,Argentina
44,63574,4,7,C,Peru
61,63733,9,1,B,Estados Unidos
60,39454,5,1,B,Urugay
47,66916,3,5,A,Argentina
40,69293,3,1,A,Urugay
40,85529,9,4,C,Mexico
26,49454,1,9,C,Mexico
57,71817,4,7,C,Urugay
26,35757,7,2,C,Argentina
63,96398,5,3,A,Urugay
35,32443,9,1,C,Argentina
59,38014,6,6,C,Canada
20,41101,2,8,A,Argentina
54,48550,4,7,C,Canada
59,59005,12,6,C,Urugay
42,25204,5,4,B,Estados Unidos
42,78366,14,7,A,Estados Unidos
60,49701,7,8,A,Canada
43,31023,9,5,B,Urugay
31,69198,10,2,B,Estados Unidos
32,46351,7,3,B,Canada
42,48658,14,1,A,Urugay
23,39691,9,8,A,Peru
45,53757,9,1,A,Peru
48,93886,1,2,C,Mexico
46,73704,2,2,C,Estados Unidos
59,73176,3,3,B,Argentina
39,48890,13,8,C,Mexico
58,64219,12,7,C,Estados Unidos
31,37288,6,3,B,Peru
35,33269,14,7,C,Argentina
37,71407,12,5,A,Urugay
43,80635,7,8,B,Argentina
34,76775,1,2,A,Urugay
24,74995,7,3,C,Canada
21,90243,13,1,B,Mexico
45,68607,10,9,B,Mexico
53,27968,10,9,B,Mexico
26,56745,13,8,C,Mexico
20,54792,8,4,C,Urugay
39,77741,8,7,B,Argentina
27,85827,14,1,B,Argentina
63,63343,14,4,C,Argentina
58,91536,5,2,B,Argentina
36,93265,12,9,A,Canada
24,47966,10,1,A,Argentina
25,91674,6,4,C,Estados Unidos
61,61449,8,7,C,Estados Unidos
30,63183,7,3,A,Argentina
55,98109,10,3,C,Estados Unidos
45,28952,12,3,B,Canada
63,26627,5,6,C,Canada
30,56668,7,9,A,Peru
37,85073,6,3,B,Urugay
42,60995,11,3,B,Estados Unidos
64,53920,13,7,B,Urugay
40,61999,9,5,A,Peru
48,61074,10,6,C,Mexico
39,30345,2,2,A,Argentina
58,73214,2,4,C,Urugay
30,63317,11,1,B,Peru
55,47662,3,8,C,Peru
48,93087,13,2,A,Argentina
60,28385,4,1,C,Canada
59,50585,13,4,C,Estados Unidos
59,86218,14,4,B,Mexico
64,48537,3,3,B,Urugay
51,99017,2,3,C,Argentina
44,81825,10,2,C,Urugay
34,87590,6,6,A,Argentina
29,95824,6,4,A,Peru
41,75160,2,1,A,Canada
26,96580,9,4,A,Estados Unidos
25,95205,6,2,B,Peru
55,50369,4,2,A,Canada
51,49729,10,1,A,Urugay
26,78292,13,2,B,Argentina
42,60099,14,4,B,Estados Unidos
62,27047,6,2,C,Peru
53,59571,2,9,C,Urugay
42,46378,1,5,C,Argentina
48,96937,2,1,C,Mexico
28,55500,12,1,B,Urugay
21,37561,3,1,C,Canada
47,61094,8,8,C,Urugay
47,40015,4,2,C,Urugay
24,28077,6,7,B,Estados Unidos
41,71186,1,2,C,Estados Unidos
55,65374,10,7,B,Canada
45,48130,9,8,A,Canada
32,96808,2,9,C,Mexico
40,84230,5,6,A,Mexico
36,25258,3,3,C,Urugay
27,82889,14,2,C,Canada
24,75384,5,8,A,Urugay
44,39489,2,8,C,Estados Unidos
47,61053,3,8,A,Urugay
30,29087,8,2,C,Peru
62,48371,2,7,C,Urugay
39,36452,1,3,C,Argentina
49,97609,4,2,A,Argentina
53,86978,6,4,A,Urugay
36,43175,3,7,B,Argentina
53,48042,13,1,B,Estados Unidos
26,30338,12,6,B,Peru
37,63200,4,9,A,Peru
57,88557,6,8,B,Mexico
34,70117,6,5,A,Estados Unidos
41,98415,10,9,A,Estados Unidos
64,29536,2,3,C,Peru
40,84052,7,3,A,Urugay
36,41429,5,1,C,Canada
20,78976,2,3,C,Estados Unidos
34,30800,10,8,C,Canada
20,54812,11,1,C,Mexico
43,80808,8,5,C,Argentina
22,44528,13,6,A,Mexico
38,70704,7,1,A,Canada
41,73933,3,5,C,Urugay
27,66182,12,3,B,Urugay
52,73382,8,8,B,Argentina
38,31237,11,2,B,Estados Unidos
55,79206,6,6,C,Argentina
52,87506,1,2,A,Canada
20,50838,6,3,A,Peru
53,37704,12,4,C,Urugay
45,72911,7,8,B,Estados Unidos
60,98016,12,7,C,Estados Unidos
26,83830,11,4,A,Mexico
40,40223,11,4,A,Mexico
46,67591,1,1,B,Canada
60,89070,6,6,B,Estados Unidos
55,55770,1,9,A,Argentina
62,30438,14,5,B,Canada
38,57155,8,9,B,Argentina
25,48233,13,2,C,Mexico
32,70285,14,2,C,Canada
20,29309,11,5,A,Canada
26,84557,13,4,A,Argentina
25,47451,12,6,C,Estados Unidos
47,44010,10,6,C,Peru
59,80532,14,4,C,Argentina
50,28522,6,1,C,Peru
37,56219,2,6,C,Mexico
25,45928,2,4,B,Argentina
62,69217,2,2,B,Estados Unidos
60,27152,11,7,C,Peru
22,51635,10,1,A,Canada
51,44728,12,7,A,Peru
24,76595,3,7,B,Peru
23,46057,14,3,B,Estados Unidos
45,81487,10,1,A,Peru
44,54812,11,2,A,Canada
20,85507,1,2,C,Argentina
27,83039,11,9,A,Urugay
46,29712,11,3,C,Argentina
49,82449,1,3,B,Urugay
57,57526,11,6,C,Estados Unidos
43,60540,11,9,A,Argentina
61,69871,9,4,C,Estados Unidos
56,26061,11,7,B,Argentina
35,83495,4,6,A,Argentina
58,88454,4,5,A,Argentina
39,62871,13,3,B,Mexico
49,64501,2,8,A,Urugay
31,87171,3,7,B,Argentina
50,26693,8,3,B,Estados Unidos
31,79056,7,5,A,Mexico
49,57704,7,1,C,Canada
39,91449,6,5,B,Urugay
42,80108,7,1,A,Canada
46,64173,8,4,C,Canada
52,90074,9,5,B,Mexico
55,92669,6,7,B,Mexico
38,35339,12,9,C,Argentina
41,80552,5,1,A,Estados Unidos
30,80037,9,7,B,Canada
32,57926,13,1,A,Peru
40,95861,6,6,B,Mexico
57,84750,14,6,B,Canada
49,83904,2,9,C,Peru
48,29303,8,2,A,Estados Unidos
46,81842,3,1,A,Mexico
34,50593,1,6,C,Estados Unidos
56,80493,11,4,C,Urugay
24,62947,9,4,A,Estados Unidos
45,93697,11,9,A,Estados Unidos
29,75120,5,8,A,Urugay
47,41780,2,5,C,Peru
34,92300,7,7,A,Peru
49,31407,4,2,B,Canada
42,53549,7,3,A,Canada
20,36093,9,4,C,Urugay
51,88869,1,1,B,Argentina
26,80272,2,7,A,Mexico
22,74972,12,7,C,Canada
23,39251,5,6,B,Canada
45,85545,10,2,A,Urugay
35,71730,12,4,C,Mexico
64,40192,14,6,A,Argentina
49,92027,12,1,C,Estados Unidos
59,79592,4,5,B,Urugay
56,31892,6,9,A,Urugay
29,88780,13,5,B,Argentina
36,39017,7,6,B,Canada
33,92587,3,9,A,Mexico
61,43121,5,3,C,Mexico
45,40645,8,8,B,Canada
30,25342,13,4,A,Urugay
23,27568,10,6,A,Estados Unidos
37,99013,7,5,C,Urugay
38,32292,4,3,B,Argentina
23,49648,11,7,B,Argentina
46,65447,11,8,A,Argentina
27,57094,6,2,B,Argentina
57,49768,1,1,C,Canada
57,95509,6,9,A,Estados Unidos
49,57232,11,8,B,Mexico
29,31850,1,6,C,Canada
20,79364,8,8,B,Peru
32,49078,4,9,C,Estados Unidos
20,33916,3,4,B,Argentina
34,80543,12,7,C,Canada
38,98563,8,3,A,Peru
42,48345,12,1,C,Peru
51,98412,7,9,B,Urugay
41,86736,7,9,C,Mexico
53,58798,7,2,C,Peru
34,72120,8,7,B,Mexico
54,99887,2,9,A,Estados Unidos
57,31200,7,8,B,Urugay
50,91391,11,8,C,Mexico
58,96554,4,5,B,Argentina
53,74676,5,4,C,Canada
45,90520,7,3,C,Canada
35,66726,11,7,C,Urugay
64,93743,13,1,C,Mexico
44,49925,11,8,A,Mexico
46,59938,5,6,A,Canada
25,30118,11,5,A,Peru
34,74375,4,2,C,Estados Unidos
29,44061,10,8,C,Mexico
26,47419,4,2,A,Urugay
62,79888,14,7,C,Argentina
43,52644,5,8,B,Mexico
41,91020,14,5,B,Canada
30,85289,12,7,C,Canada
39,80802,8,7,C,Canada
45,74788,6,9,C,Canada
64,92375,2,4,A,Argentina
21,58361,12,3,C,Argentina
23,35511,11,5,A,Peru
33,52543,4,1,A,Peru
55,90516,10,3,A,Peru
37,38642,7,6,C,Argentina
27,98849,14,4,C,Mexico
30,95350,7,1,B,Estados Unidos
46,60028,11,9,B,Canada
24,44636,2,4,C,Urugay
45,80530,2,8,C,Mexico
43,75009,11,8,C,Estados Unidos
33,69439,4,5,C,Estados Unidos
37,76297,12,9,C,Peru
52,89815,6,1,C,Peru
24,41753,12,6,C,Peru
62,43527,3,6,B,Mexico
28,64012,10,4,C,Canada
38,52458,9,8,C,Mexico
64,86941,1,6,A,Argentina
57,93345,9,1,B,Mexico
35,48640,3,9,C,Mexico
63,67030,9,1,B,Mexico
27,97422,6,7,B,Estados Unidos
34,47340,1,6,A,Urugay
23,88879,3,4,B,Peru
60,80939,3,9,B,Urugay
24,72418,9,9,A,Peru
53,98732,13,1,A,Estados Unidos
36,47786,3,9,A,Mexico
22,53825,7,3,C,Estados Unidos
44,53763,9,2,A,Estados Unidos
34,77866,7,7,C,Urugay
58,41689,3,8,B,Urugay
46,36018,5,4,A,Argentina
27,69075,6,3,A,Mexico
24,82323,4,8,A,Estados Unidos
33,58565,6,7,A,Peru
22,96165,10,5,C,Urugay
30,97838,2,2,B,Canada
64,94647,4,9,C,Peru
34,77791,6,8,B,Urugay
25,91146,11,3,B,Argentina
49,42512,12,3,A,Urugay
34,49504,3,7,C,Mexico
20,58228,6,8,B,Urugay
54,62792,3,5,C,Urugay
56,54106,11,9,C,Estados Unidos
37,35273,12,8,C,Peru
47,67853,1,8,B,Estados Unidos
22,29472,7,6,B,Estados Unidos
29,79080,9,5,A,Urugay
33,40023,11,9,C,Estados Unidos
45,59012,8,4,B,Estados Unidos
21,62706,8,1,C,Mexico
27,59735,12,8,A,Estados Unidos
53,43743,7,9,C,Peru
37,46483,2,3,C,Estados Unidos
30,63903,13,8,B,Estados Unidos
63,38378,7,3,C,Canada
58,71712,13,4,B,Canada
52,61113,7,7,C,Estados Unidos
48,45595,9,8,C,Canada
59,71751,12,5,B,Estados Unidos
25,60300,1,3,B,Peru
56,76781,9,8,C,Urugay
49,61234,13,9,C,Urugay
42,72809,6,5,C,Estados Unidos
34,40191,9,1,C,Urugay
54,39043,4,7,A,Canada
22,68768,12,5,A,Urugay
29,52987,2,7,C,Mexico
38,73526,7,4,A,Argentina
22,26073,2,8,C,Urugay
42,55283,9,6,C,Argentina
31,33734,2,8,B,Estados Unidos
56,94078,10,1,A,Peru
41,86860,8,8,A,Urugay
20,77699,10,5,C,Urugay
34,93366,14,8,B,Canada
37,84431,1,1,B,Peru
49,65968,4,7,B,Mexico
37,60751,9,9,A,Canada
62,28623,14,7,B,Canada
63,76574,9,4,A,Estados Unidos
63,66133,3,8,A,Mexico
45,78664,5,8,B,Argentina
50,77248,1,3,C,Estados Unidos
25,50336,12,4,C,Mexico
32,80668,6,4,C,Canada
44,36268,11,4,A,Mexico
55,45032,10,4,B,Argentina
55,91089,7,2,C,Estados Unidos
55,68228,11,5,B,Peru
59,45224,12,1,B,Estados Unidos
27,40185,11,6,C,Argentina
54,26825,14,7,B,Urugay
34,99718,5,9,C,Mexico
56,87231,12,6,B,Peru
45,62738,10,5,B,Mexico
27,35304,8,5,B,Mexico
46,63103,4,6,A,Argentina
62,75950,8,3,A,Peru
50,48783,6,7,B,Argentina
30,37106,7,1,B,Peru
60,26935,14,9,C,Urugay
63,40824,11,4,C,Estados Unidos
25,51023,14,1,B,Peru
22,60257,1,2,A,Mexico
35,48026,8,4,C,Canada
33,65948,12,8,A,Mexico
26,88724,2,6,B,Mexico
46,29729,13,4,A,Peru
57,56177,13,3,C,Canada
55,54016,9,5,C,Estados Unidos
32,95804,13,3,C,Canada
24,33117,8,7,C,Estados Unidos
62,34920,11,7,A,Peru
36,85716,4,5,A,Peru
50,82537,7,7,C,Canada
52,74889,5,8,A,Canada
23,74528,4,9,B,Urugay
51,61537,10,9,B,Argentina
42,94230,13,5,B,Mexico
52,30903,6,1,A,Urugay
38,54837,3,7,A,Estados Unidos
30,55567,13,8,B,Mexico
25,32548,9,7,A,Peru
47,34230,2,6,B,Argentina
42,82772,5,6,A,Canada
39,76673,8,5,C,Canada
44,74458,8,6,A,Argentina
32,93115,12,2,A,Mexico
48,91685,11,4,A,Urugay
28,43005,3,8,B,Argentina
21,48324,4,9,C,Peru
22,83088,7,1,B,Estados Unidos
63,52573,13,9,B,Mexico
44,71200,6,1,A,Urugay
41,69772,5,6,B,Argentina
63,56309,5,4,B,Mexico
32,32928,11,7,C,Urugay
28,62699,11,6,A,Mexico
55,30063,12,1,C,Argentina
43,35934,1,9,B,Mexico
51,38075,9,8,C,Canada
54,56261,5,3,C,Mexico
39,39222,9,3,A,Peru
49,65863,12,6,B,Argentina
46,97548,1,4,B,Peru
40,78568,6,3,B,Mexico
55,26886,3,6,B,Mexico
29,25313,12,4,B,Argentina
37,58133,2,2,B,Argentina
45,32383,14,4,C,Canada
64,72586,3,9,A,Urugay
49,83410,8,4,C,Urugay
49,39390,8,3,B,Peru
31,28232,3,5,C,Estados Unidos
28,80552,12,1,A,Mexico
21,49047,8,2,A,Urugay
21,62771,9,3,C,Estados Unidos
27,31933,12,5,C,Canada
59,98375,11,6,C,Urugay
47,80919,13,7,A,Peru
28,53810,6,6,C,Mexico
62,92143,12,7,C,Urugay
55,56097,1,2,B,Peru
52,97056,4,9,C,Argentina
52,50906,4,1,C,Canada
30,53137,2,1,A,Estados Unidos
56,46464,13,1,C,Mexico
21,47061,8,4,C,Estados Unidos
34,78708,14,3,C,Mexico
61,37076,6,2,C,Canada
24,77099,11,3,B,Mexico
35,34259,5,6,B,Canada
20,71406,4,9,B,Estados Unidos
54,26394,13,2,A,Estados Unidos
27,83050,14,6,B,Urugay
61,67169,14,8,C,Estados Unidos
63,95936,3,5,B,Canada
50,56012,2,6,A,Mexico
46,74367,8,3,B,Estados Unidos
59,43741,9,3,C,Urugay
27,62038,14,2,A,Estados Unidos
63,73946,4,5,C,Mexico
56,87364,5,2,B,Estados Unidos
30,65650,13,2,B,Mexico
56,34690,12,8,C,Argentina
47,88716,4,9,B,Urugay
37,77602,1,6,C,Urugay
40,93799,14,6,A,Estados Unidos
38,45472,10,2,B,Urugay
25,73867,4,9,B,Canada
42,81459,3,1,A,Mexico
58,30198,11,3,C,Canada
63,53716,11,6,A,Peru
45,40658,3,3,B,Peru
50,44260,9,2,B,Argentina
52,68866,1,9,B,Mexico
54,89185,14,5,C,Estados Unidos
60,86497,11,1,A,Mexico
63,55401,11,3,A,Urugay
30,90986,11,2,B,Argentina
33,33894,12,2,C,Canada
33,36341,5,3,B,Mexico
35,48889,1,7,C,Peru
32,86640,11,1,B,Mexico
36,77999,12,6,B,Canada
47,30864,3,2,A,Estados Unidos
41,70518,7,7,A,Peru
52,37696,3,6,A,Mexico
40,69859,3,7,A,Mexico
31,26048,6,7,B,Mexico
60,95547,11,3,A,Canada
22,82375,11,6,A,Peru
47,60988,2,9,B,Argentina
54,93644,6,8,B,Estados Unidos
45,91822,5,9,A,Urugay
41,57642,13,9,B,Peru
37,28415,8,2,C,Argentina
32,64628,13,4,C,Canada
64,27930,11,6,C,Peru
38,81097,3,9,B,Urugay
57,85510,7,4,C,Canada
24,34765,11,3,B,Estados Unidos
25,99907,14,3,C,Mexico
60,81225,4,1,B,Canada
22,48063,14,1,B,Estados Unidos
26,56096,1,2,B,Peru
33,48491,6,6,A,Argentina
53,89656,4,5,B,Mexico
49,61320,1,7,C,Canada
40,79558,11,3,A,Estados Unidos
47,35224,6,7,C,Estados Unidos
60,29541,11,9,A,Canada
55,95093,12,3,B,Mexico
23,98610,4,4,B,Argentina
23,99945,2,4,A,Mexico
50,32925,12,4,B,Urugay
22,48107,11,6,B,Urugay
43,26078,7,8,A,Peru
32,40544,8,5,A,Argentina
30,39404,1,7,A,Estados Unidos
25,74970,8,8,B,Peru
28,81827,12,3,B,Mexico
61,49331,9,2,A,Urugay
28,71176,9,3,B,Peru
59,62884,12,7,B,Mexico
44,59946,7,3,C,Mexico
31,48956,14,4,C,Estados Unidos
23,52538,11,7,C,Argentina
32,46813,6,7,C,Canada
45,59301,7,8,B,Mexico
40,37536,8,3,A,Mexico
21,59866,14,6,C,Peru
54,62991,13,1,B,Canada
20,97708,12,1,B,Peru
30,90903,2,5,A,Argentina
35,69998,6,4,A,Estados Unidos
62,78132,5,6,B,Mexico
38,94654,8,4,A,Argentina
21,55002,7,1,C,Peru
58,95220,6,3,C,Estados Unidos
39,82815,13,8,A,Estados Unidos
39,81325,9,9,A,Canada
27,61782,7,7,C,Peru
45,72360,14,6,A,Canada
47,67372,4,5,B,Urugay
51,85078,7,8,B,Mexico
22,94688,6,9,A,Canada
61,39738,7,3,B,Canada
52,75559,8,9,A,Estados Unidos
38,81500,5,7,C,Mexico
44,72871,1,7,A,Peru
52,68746,1,1,B,Mexico
47,86733,7,8,A,Canada
21,63028,5,4,A,Estados Unidos
26,44945,6,1,B,Peru
41,78494,8,6,C,Urugay
32,87283,3,9,C,Mexico
30,57517,8,2,A,Estados Unidos
34,31588,13,6,A,Urugay
32,46036,6,1,A,Mexico
64,33533,2,8,A,Canada
61,45018,4,1,A,Estados Unidos
38,62889,3,5,B,Peru
43,97734,11,4,C,Urugay
63,51098,11,5,C,Peru
61,75360,10,7,C,Estados Unidos
20,82446,4,1,B,Urugay
39,35392,8,5,B,Argentina
36,25874,12,4,C,Argentina
25,80174,6,3,C,Urugay
40,27853,1,7,A,Mexico
55,55755,3,9,C,Argentina
45,46044,10,7,C,Mexico
49,57127,1,6,A,Urugay
39,68496,12,1,C,Canada
44,77869,13,1,A,Urugay
54,37332,12,7,A,Canada
49,29879,10,7,A,Mexico
60,53407,8,1,C,Estados Unidos
57,47966,2,6,B,Mexico
40,70398,14,1,A,Estados Unidos
37,36656,13,4,B,Urugay
51,39846,8,3,B,Argentina
41,94368,1,6,B,Peru
35,71843,10,8,A,Estados Unidos
61,64326,12,1,C,Estados Unidos
62,46461,1,8,B,Mexico
59,94938,10,2,C,Urugay
47,28358,9,5,A,Peru
61,94149,2,5,B,Peru
61,33967,4,5,A,Argentina
29,39410,14,1,B,Mexico
33,25484,2,3,A,Canada
48,57521,12,2,A,Mexico
44,71757,3,1,C,Estados Unidos
30,99412,8,7,A,Estados Unidos
32,81443,4,8,B,Argentina
41,32468,9,4,C,Mexico
61,47280,6,2,C,Peru
33,99110,9,8,C,Peru
36,67951,2,2,B,Urugay
23,86410,8,2,A,Argentina
31,31342,3,6,A,Canada
30,74793,2,2,A,Canada
53,94564,12,9,B,Estados Unidos
27,93064,9,5,C,Peru
36,95099,5,6,C,Estados Unidos
47,74843,11,2,B,Mexico
54,61359,10,1,C,Peru
24,91483,2,3,A,Argentina
35,30475,12,4,B,Estados Unidos
39,82273,10,7,B,Urugay
24,81136,10,2,B,Peru
50,26080,12,1,B,Argentina
20,37221,4,5,A,Mexico
23,81980,10,6,A,Estados Unidos
55,59648,1,6,C,Estados Unidos
43,79034,8,5,A,Mexico
52,78358,2,8,A,Urugay
42,40998,1,4,B,Argentina
33,45722,10,2,A,Argentina
49,94397,9,2,B,Mexico
26,91727,5,9,B,Argentina
36,36167,8,7,A,Mexico
28,35502,12,7,A,Estados Unidos
60,39726,5,7,C,Canada
42,53879,3,7,B,Peru
43,67589,6,3,A,Argentina
51,71800,1,5,B,Estados Unidos
42,30520,7,2,A,Canada
44,65416,1,6,C,Urugay
37,80121,3,3,B,Estados Unidos
32,37335,12,6,A,Canada
64,48051,5,2,A,Peru
43,97902,14,9,B,Urugay
52,29309,12,7,A,Estados Unidos
37,90900,10,7,B,Canada
37,79106,9,4,A,Urugay
23,43264,8,7,B,Estados Unidos
62,70276,5,1,C,Canada
49,35827,3,1,A,Peru
34,57307,8,4,A,Estados Unidos
20,62554,11,5,C,Canada
20,70931,12,9,A,Estados Unidos
60,46208,4,5,A,Argentina
54,90072,11,1,A,Argentina
54,47656,6,6,B,Mexico
55,76586,10,7,A,Canada
24,47008,12,2,B,Urugay
49,30210,11,4,A,Urugay
28,65497,10,7,A,Peru
27,37443,8,2,B,Mexico
43,29582,13,3,B,Canada
46,77760,6,6,A,Mexico
33,82888,8,9,A,Peru
35,49872,5,7,A,Canada
62,48685,10,3,B,Mexico
49,97799,4,3,C,Estados Unidos
61,35392,10,1,C,Estados Unidos
57,90843,5,1,B,Peru
28,53712,3,1,B,Argentina
49,58348,6,6,C,Argentina
39,41334,13,4,C,Urugay
49,46602,12,6,B,Argentina
47,83248,13,6,C,Urugay
24,48399,4,3,C,Canada
62,76197,12,3,B,Argentina
25,47728,2,7,C,Argentina
50,87824,5,5,C,Argentina
52,69507,9,3,A,Urugay
42,36554,1,2,C,Peru
60,27908,3,4,A,Urugay
64,67816,10,4,C,Estados Unidos
48,67485,12,2,B,Canada
21,67769,7,2,C,Canada
36,51232,8,2,B,Peru
24,86097,6,5,A,Estados Unidos
46,76510,1,8,C,Urugay
47,49390,8,9,B,Mexico
28,27276,12,5,C,Estados Unidos
27,46304,10,3,A,Mexico
62,96305,9,4,B,Canada
55,30415,10,9,B,Mexico
61,51386,10,5,C,Peru
35,92863,14,1,C,Mexico
61,76537,11,8,C,Argentina
59,41982,1,7,A,Canada
23,82579,4,3,B,Peru
44,56434,7,6,B,Canada
51,58226,10,8,B,Argentina
48,90465,2,6,A,Argentina
51,55234,12,7,B,Mexico
48,77569,5,8,B,Canada
27,29962,7,5,A,Urugay
32,59442,9,1,A,Peru
29,30214,9,3,A,Canada
31,70127,12,2,A,Urugay
54,74414,2,6,A,Canada
55,85202,7,5,B,Argentina
45,88314,11,8,C,Argentina
37,80381,4,9,A,Canada
60,28399,5,2,C,Estados Unidos
35,48231,13,5,C,Estados Unidos
20,47926,4,4,B,Argentina
58,70199,10,2,C,Estados Unidos
53,59259,10,6,C,Canada
29,54781,8,9,B,Argentina
36,81947,10,2,A,Argentina
26,72241,3,5,C,Mexico
32,55282,3,4,A,Urugay
28,95177,10,3,C,Estados Unidos
41,34474,9,7,C,Mexico
58,91470,1,6,B,Canada
38,72452,2,9,B,Urugay
20,50943,10,2,B,Argentina
45,61522,4,9,A,Mexico
33,44725,3,6,C,Urugay
57,49935,10,5,C,Peru
59,97253,10,3,A,Urugay
34,77128,11,6,B,Estados Unidos
37,44865,8,1,C,Mexico
50,92473,6,1,A,Estados Unidos
28,84027,10,2,C,Canada
39,36770,5,8,B,Urugay
25,81422,2,7,C,Argentina
42,94612,2,3,B,Urugay
54,73755,8,9,C,Estados Unidos
40,91274,10,3,B,Estados Unidos
41,47418,2,9,A,Mexico
27,95944,11,3,A,Estados Unidos
45,55540,13,3,B,Argentina
38,28622,10,8,A,Mexico
56,83082,7,2,C,Estados Unidos
58,30939,8,6,B,Peru
51,71437,4,3,A,Mexico
36,76954,12,5,C,Urugay
63,46583,3,4,C,Argentina
56,27523,3,6,A,Estados Unidos
40,25447,13,2,C,Urugay
58,89967,11,8,A,Peru
57,77533,12,6,A,Canada
23,43762,8,9,A,Peru
32,45887,10,7,B,Canada
61,35652,6,7,C,Peru
21,91014,6,5,A,Mexico
35,35707,3,7,C,Urugay
24,37237,1,7,A,Argentina
40,65755,4,9,B,Argentina
55,69687,3,2,A,Mexico
22,38561,3,4,B,Mexico
63,53090,3,4,B,Canada
33,40730,10,7,A,Estados Unidos
63,43560,13,4,A,Estados Unidos
60,27033,13,8,A,Canada
26,41946,14,9,B,Estados Unidos
55,36246,7,1,A,Estados Unidos
55,42241,3,7,A,Mexico
56,73343,14,4,A,Canada
35,66116,8,6,A,Urugay
57,35404,6,3,C,Canada
33,60406,14,2,B,Mexico
55,40114,13,9,A,Peru
23,34680,12,3,A,Mexico
32,43979,4,8,A,Mexico
36,42676,8,8,B,Mexico
47,71228,11,5,C,Peru
23,90088,4,6,A,Estados Unidos
39,71493,2,7,B,Peru
54,40322,5,4,A,Urugay
26,83361,2,1,B,Mexico
31,88164,7,7,C,Estados Unidos
49,73815,1,7,B,Peru
35,35448,11,9,B,Peru
48,70545,12,3,A,Estados Unidos
30,66329,11,6,B,Peru
47,40290,10,6,A,Canada
59,50230,8,2,A,Argentina
57,89905,5,4,B,Urugay
52,35900,11,3,C,Argentina
35,51471,7,5,A,Urugay
52,32488,1,7,A,Argentina
55,60893,14,4,C,Urugay
54,80588,2,1,A,Estados Unidos
45,83861,10,3,A,Peru
52,55946,12,9,B,Argentina
54,64651,6,4,A,Argentina
58,64242,10,8,C,Urugay
28,79916,1,4,B,Argentina
44,89194,14,1,A,Estados Unidos
34,33852,2,8,B,Peru
51,92891,7,4,B,Urugay
29,70330,5,6,C,Mexico
21,95907,8,5,B,Mexico
26,28250,14,3,A,Urugay
52,39873,14,5,A,Canada
53,34940,14,2,B,Mexico
