location,vendor,lat,lon,bathrooms,parking_lots,num_bedrooms,m2,final_price,price_square_meter,ZIP,Calle,Ciudad
"Tlacotalpan, Roma Sur, Cuauhtémoc, Distrito Federal",Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,2.0,2,2.0,140.0,7800000.0,55714.28571428572,06760,Quintana Roo,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Nik Bienesraices,19.405299,-99.1649891,2.0,1,2.0,141.0,9859115.0,69922.80141843972,06760,Quintana Roo,Ciudad de México
"Sinaloa, Roma Norte, Cuauhtémoc, Distrito Federal",Aire Y Acero Inmobiliaria,19.418153,-99.1652014,2.0,2,1.0,158.0,6900000.0,43670.88607594937,06700,Tabasco,Ciudad de México
"Durango, Roma Norte, Cuauhtémoc, Distrito Federal",Morris Lan,19.4226693,-99.1552628,2.0,2,2.0,122.0,7621205.0,62468.89344262295,06700,9,Ciudad de México
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4058863,-99.1641146,2.0,2,3.0,98.0,5675313.0,57911.357142857145,06760,Quintana Roo,Ciudad de México
"Queretaro, Roma Norte, Cuauhtémoc, Distrito Federal",Aire Y Acero Inmobiliaria,19.418153,-99.1652014,2.0,1,2.0,77.0,5400000.0,70129.87012987013,06700,Tabasco,Ciudad de México
"Aguascalientes, Roma Sur, Cuauhtémoc, Distrito Federal",Remax Real Estate Consultants,19.4088,-99.1637,2.0,1,2.0,128.0,8521860.0,66577.03125,06760,Medellín,Ciudad de México
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4058863,-99.1641146,2.0,2,3.0,95.0,5299915.0,55788.57894736842,06760,Quintana Roo,Ciudad de México
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4058863,-99.1641146,2.0,2,2.0,98.0,5450689.0,55619.27551020408,06760,Quintana Roo,Ciudad de México
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4058863,-99.1641146,2.0,2,2.0,98.0,5473077.0,55847.72448979592,06760,Quintana Roo,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Nik Bienesraices,19.405299,-99.1649891,2.0,1,2.0,81.0,5503280.0,67941.72839506173,06760,Quintana Roo,Ciudad de México
"Frontera, Roma Norte, Cuauhtémoc, Distrito Federal",Distritocapitalcondesa,19.4245374,-99.1573777,2.0,1,2.0,129.0,8000000.0,62015.50387596899,06700,7,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Neximo,19.4053485,-99.1552971,2.0,2,3.0,111.0,7140000.0,64324.32432432433,06760,Calle Bajío,Ciudad de México
"Tabasco, Roma Norte, Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.4184898,-99.1637389,2.0,1,2.0,117.0,9200000.0,78632.47863247863,06700,Tabasco,Ciudad de México
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4058863,-99.1641146,2.0,2,2.0,87.0,5006952.0,57551.1724137931,06760,Quintana Roo,Ciudad de México
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4058863,-99.1641146,2.0,2,2.0,84.0,4796482.0,57100.97619047619,06760,Quintana Roo,Ciudad de México
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4058863,-99.1641146,2.0,2,2.0,98.0,5645911.0,57611.33673469387,06760,Quintana Roo,Ciudad de México
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4058863,-99.1641146,2.0,2,2.0,84.0,4994275.0,59455.65476190476,06760,Quintana Roo,Ciudad de México
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4058863,-99.1641146,2.0,2,3.0,84.0,5559961.0,66190.01190476191,06760,Quintana Roo,Ciudad de México
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4058863,-99.1641146,2.0,2,2.0,87.0,4903769.0,56365.16091954023,06760,Quintana Roo,Ciudad de México
"Roma Norte, Cuauhtémoc, Distrito Federal",Rent A House Cdmx,19.4137406,-99.1610013,2.0,2,2.0,163.0,9935982.0,60956.94478527607,06700,Eje Vial 2A Sur,Ciudad de México
"Chilpancingo, Roma Sur, Cuauhtémoc, Distrito Federal",Urp Propiedades,19.4030201,-99.1687004,1.0,1,1.0,51.0,3200000.0,62745.098039215685,06760,Calle Chilpancingo,Ciudad de México
"Chiapas, Roma Norte, Cuauhtémoc, Distrito Federal",Covein Br,19.4138909,-99.1557557,1.0,1,2.0,75.0,4450000.0,59333.333333333336,06700,Calle de Chiapas,Ciudad de México
"Roma Norte, Cuauhtémoc, Distrito Federal",Barragan Br,19.4195256,-99.162549,2.0,2,3.0,93.0,6873000.0,73903.2258064516,06700,Calle de Durango,Ciudad de México
"Tlacotalpan, Roma Sur, Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.4052563,-99.1662026,2.0,2,2.0,140.0,7800000.0,55714.28571428572,06760,Tlacotalpan,Ciudad de México
"Av. Baja California, Roma Sur, Cuauhtémoc, Distrito Federal",Century 21covarrubias,19.4063969,-99.1628482,2.0,2,2.0,98.0,6850000.0,69897.95918367348,06760,Eje 3 Sur Sin Número,Ciudad de México
"Valladolid0, Roma Norte, Cuauhtémoc, Distrito Federal",Sil Mexico,19.419863,-99.1682223,1.0,1,1.0,42.0,3425000.0,81547.61904761905,06700,Calle de Durango,Ciudad de México
"Roma Norte, Cuauhtémoc, Distrito Federal",Eduardomarcelohernandezlopez,19.4185297,-99.1636371,2.0,1,2.0,95.0,5300000.0,55789.47368421053,06700,235,Ciudad de México
"Baja California, Roma Sur, Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.406153,-99.1631827,2.0,1,2.0,72.0,3950000.0,54861.11111111111,06760,Roma Sur,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Barragan Br,19.405299,-99.1649891,2.0,2,3.0,93.0,6873000.0,73903.2258064516,06760,Quintana Roo,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.405299,-99.1649891,2.0,2,3.0,111.0,4950000.0,44594.59459459459,06760,Quintana Roo,Ciudad de México
"Roma, Monterrey, Nuevo León",House Inm,25.6542625,-100.2978762,1.0,1,1.0,48.0,2750000.0,57291.666666666664,64700,Palestina,Nuevo León
"Tabasco, Roma Norte, Cuauhtémoc, Distrito Federal",Goldstone Bienesraices,19.4188488,-99.1613324,2.0,2,2.0,185.0,14346500.0,77548.64864864865,06700,Tabasco,Ciudad de México
"Frontera, Roma Norte, Cuauhtémoc, Distrito Federal",Cbmobikapremium,19.4181531,-99.1652014,2.0,1,2.0,133.0,6800000.0,51127.81954887218,06700,Tabasco,Ciudad de México
"Monterrey, Roma Sur, Cuauhtémoc, Distrito Federal",Luxence,19.4089339,-99.1617879,2.0,1,2.0,58.0,3835325.0,66126.29310344828,06760,Monterrey,Ciudad de México
"Bajío 315, Roma Sur, Cuauhtémoc, Distrito Federal",Profesionales Inmobiliariosmx,19.4029284,-99.16806,2.0,2,2.0,104.0,6426000.0,61788.46153846154,06760,Calle Bajío,Ciudad de México
"Jalapa, Roma Norte, Cuauhtémoc, Distrito Federal",Espacios Inmobiliarios,19.4204591,-99.1614862,2.0,1,3.0,150.0,5900000.0,39333.333333333336,06700,Jalapa,Ciudad de México
"Constitucion, Roma Sur, Cuauhtémoc, Distrito Federal",Barragan Br,19.4020221,-99.1823889,3.0,2,3.0,169.0,9687900.0,57324.85207100592,11800,Calle de la Constitución,Ciudad de México
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Casasydepas Com,19.4050031,-99.1674956,2.0,1,2.0,84.0,5006952.0,59606.57142857143,06760,Quintana Roo,Ciudad de México
"Tlacotalpan, Roma Sur, Cuauhtémoc, Distrito Federal",Zona Ryg,19.4046152,-99.1662218,2.0,2,2.0,127.0,7030000.0,55354.330708661415,06760,Tlacotalpan,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Rent A House Cdmx,19.405299,-99.1649891,3.0,1,2.0,176.0,9500000.0,53977.27272727273,06760,Quintana Roo,Ciudad de México
"Quintana Roo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4058863,-99.1641146,2.0,2,2.0,135.0,7096878.0,52569.46666666667,06760,Quintana Roo,Ciudad de México
"Tonalá, Roma Norte, Cuauhtémoc, Distrito Federal",Urp Propiedades,19.4130341,-99.1614773,2.0,2,2.0,137.0,9905250.0,72301.09489051095,06700,Tonalá,Ciudad de México
"Tabasco, Roma Norte, Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.4188488,-99.1613324,2.0,1,3.0,112.0,5600000.0,50000.0,06700,Tabasco,Ciudad de México
"Puebla, Roma Norte, Cuauhtémoc, Distrito Federal",Licmarthasbarandalicmar,19.4206466,-99.170547,2.0,2,2.0,107.0,9086780.0,84923.17757009345,06700,Puebla,Ciudad de México
"Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",Quality Gtz,19.413676,-99.1654703,3.0,1,3.0,145.0,8500000.0,58620.68965517241,06700,Calle Querétaro,Ciudad de México
"Tlacotalpan, Roma Sur, Cuauhtémoc, Distrito Federal",Espaciosurbanosmx,19.4052563,-99.1662026,2.0,1,2.0,172.0,8965800.0,52126.74418604651,06760,Tlacotalpan,Ciudad de México
"Roma Norte, Cuauhtémoc, Distrito Federal",Byg Realestate,19.4195256,-99.162549,2.0,2,2.0,85.0,6300000.0,74117.64705882352,06700,Calle de Durango,Ciudad de México
"San Luis Potosí, Roma Norte, Cuauhtémoc, Distrito Federal",Business Property,19.413879,-99.160909,2.0,1,2.0,98.0,4650000.0,47448.97959183674,06700,Eje Vial 2A Sur,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Neximo,19.4085345,-99.1644733,2.0,1,2.0,78.0,4996100.0,64052.5641025641,06760,Nautla,Ciudad de México
"Valladolid0, Roma Norte, Cuauhtémoc, Distrito Federal",Mexicosil,19.417759,-99.167813,1.0,1,1.0,42.0,3425000.0,81547.61904761905,06700,Valladolid,Ciudad de México
"Roma Privada, Roma Privada, Monterrey, Nuevo León",Horacio Zamarripa Rivas,25.6455113,-100.3000259,2.0,1,3.0,105.0,5118269.0,48745.41904761905,64740,Calle Florencia Nightingale,Nuevo León
"Venta De Departamento En La Roma, Roma Sur, Cuauhtémoc, Distrito Federal",Skgasesoresinmobiliarios,19.4196927,-99.1560364,2.0,1,2.0,129.0,8200000.0,63565.891472868214,06700,Frontera,Ciudad de México
"Veracruz, Roma Norte, Cuauhtémoc, Distrito Federal",Espaciosurbanosmx,19.4180125,-99.1748189,1.0,1,1.0,58.0,5420077.0,93449.60344827586,06700,Avenida Veracruz,Ciudad de México
"Roma Norte, Cuauhtémoc, Distrito Federal",Safe Rent,19.412896,-99.1623996,2.0,1,2.0,57.0,4050000.0,71052.63157894737,06700,Calle de Chiapas,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.405299,-99.1649891,2.0,2,2.0,130.0,4780000.0,36769.230769230766,06760,Quintana Roo,Ciudad de México
"Chiapas, Roma Norte, Cuauhtémoc, Distrito Federal",Zona Ryg,19.4117559,-99.1649783,1.0,1,1.0,58.0,5500000.0,94827.58620689657,06700,Calle de Chiapas,Ciudad de México
"Cuauhtémoc, Distrito Federal",Consultores Patrimoniales,19.4184822,-99.1614643,2.0,1,3.0,80.0,3840000.0,48000.0,06700,Jalapa,Ciudad de México
"Roma Norte, Cuauhtémoc, Distrito Federal",Espaciosurbanosmx,19.4195256,-99.162549,1.0,1,1.0,31.0,3060008.0,98709.93548387096,06700,Calle de Durango,Ciudad de México
"Cuauhtémoc, Distrito Federal",Consultores Patrimoniales,19.4017853,-99.168802,2.0,2,3.0,157.0,840259.0,5351.968152866242,06760,Hermosillo,Ciudad de México
"Av. Cuahtemoc, Roma Sur, Cuauhtémoc, Distrito Federal",Heyserenta Com,19.4055473,-99.1560374,2.0,1,3.0,93.0,4190000.0,45053.76344086022,06760,403,Ciudad de México
"San Luis Potosi, Roma Norte, Cuauhtémoc, Distrito Federal",Espaciosurbanosmx,19.413879,-99.160909,1.0,1,1.0,60.0,4500000.0,75000.0,06700,Eje Vial 2A Sur,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Rent A House Cdmx,19.405299,-99.1649891,3.0,1,3.0,193.0,6195000.0,32098.44559585492,06760,Quintana Roo,Ciudad de México
"Cuauhtémoc, Distrito Federal",Consultores Patrimoniales,19.4296796,-99.1576152,1.0,1,2.0,80.0,4200000.0,52500.0,06600,Roma,Ciudad de México
"Roma Privada, Roma Privada, Monterrey, Nuevo León",Horacio Zamarripa Rivas,25.6446601,-100.2947474,2.0,1,3.0,112.0,5511689.0,49211.50892857143,64740,Avenida Luis Elizondo,Nuevo León
"Medellin340, Roma Sur, Cuauhtémoc, Distrito Federal",Círculo Inmobiliario,19.404442,-99.162688,2.0,1,2.0,150.0,920000.0,6133.333333333333,06760,Eje Vial 3 Poniente,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Spacio Bienesraices,19.4036152,-99.1672218,2.0,1,2.0,106.0,7126687.0,67232.89622641509,06760,Tuxpan,Ciudad de México
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.405299,-99.164989,2.0,1,3.0,111.0,6870000.0,61891.89189189189,06760,Quintana Roo,Ciudad de México
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.405299,-99.164989,2.0,1,3.0,180.0,11050000.0,61388.88888888889,06760,Quintana Roo,Ciudad de México
"Queretaro, Roma Norte, Cuauhtémoc, Distrito Federal",Coldwellbankercity,19.4149444,-99.1600968,2.0,2,3.0,108.0,7676040.0,71074.44444444444,06700,Calle Querétaro,Ciudad de México
"Roma Sur, Monterrey, Nuevo León",Enders Inmuebles,25.6471662,-100.2975775,2.0,2,2.0,82.0,4100000.0,50000.0,64700,Rosa Bonheur,Nuevo León
"Nayarit, Roma Sur, Cuauhtémoc, Distrito Federal",Circulobienesraices,19.4100273,-99.161073,2.0,1,2.0,77.0,4700000.0,61038.96103896104,06760,Nayarit,Ciudad de México
"Roma Norte, Cuauhtémoc, Distrito Federal",Constantino Bienes Raices,19.4158447,-99.1592414,1.0,1,2.0,88.0,2690000.0,30568.18181818182,06700,Cerrada Orizaba,Ciudad de México
"Av. Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",Aire Y Acero Inmobiliaria,19.418153,-99.1652014,2.0,1,2.0,85.0,4595000.0,54058.82352941176,06700,Tabasco,Ciudad de México
"Snsn, Roma Norte, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.419526,-99.162549,2.0,1,2.0,93.0,6306550.0,67812.36559139784,06700,Calle de Durango,Ciudad de México
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.405299,-99.164989,2.0,1,3.0,112.0,6790000.0,60625.0,06760,Quintana Roo,Ciudad de México
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.405299,-99.164989,3.0,1,2.0,134.0,7650000.0,57089.55223880597,06760,Quintana Roo,Ciudad de México
"Cuahuila, Roma Sur, Cuauhtémoc, Distrito Federal",Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,2.0,2,2.0,83.17,5363485.0,64488.21690513406,06760,Quintana Roo,Ciudad de México
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.405299,-99.164989,3.0,1,2.0,103.0,7780000.0,75533.98058252427,06760,Quintana Roo,Ciudad de México
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.405299,-99.164989,1.0,1,3.0,163.0,10200000.0,62576.68711656442,06760,Quintana Roo,Ciudad de México
"2 De Abril- Jesus Dionisio Gonzalez, Roma, Monterrey, Nuevo León",C21 Solorzanoyasociados,25.6542625,-100.2978762,2.0,1,4.0,85.5,4084722.0,47774.52631578947,64700,Palestina,Nuevo León
"Av Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.422946,-99.1652713,2.0,1,2.0,93.0,4595000.0,49408.602150537634,06700,Roma Norte,Ciudad de México
"Chiapas, Roma Norte, Cuauhtémoc, Distrito Federal",Sspropiedades,19.4127648,-99.1605674,1.0,1,2.0,84.0,5500000.0,65476.19047619047,06700,Calle de Chiapas,Ciudad de México
"Cordoba, Roma Norte, Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.4147648,-99.1578207,2.0,1,3.0,86.0,4495000.0,52267.441860465115,06700,Córdoba,Ciudad de México
"Roma Sursn, Roma Sur, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.405299,-99.164989,2.0,1,3.0,112.0,6870000.0,61339.28571428572,06760,Quintana Roo,Ciudad de México
"Snsm, Roma Sur, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.405299,-99.164989,3.0,1,2.0,137.0,9905250.0,72301.09489051095,06760,Quintana Roo,Ciudad de México
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.405299,-99.164989,3.0,1,2.0,90.0,6451941.0,71688.23333333334,06760,Quintana Roo,Ciudad de México
"Snsn, Roma Norte, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.419526,-99.162549,2.0,1,2.0,86.0,5999560.0,69762.32558139534,06700,Calle de Durango,Ciudad de México
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.405299,-99.164989,3.0,1,2.0,95.0,6795009.0,71526.41052631578,06760,Quintana Roo,Ciudad de México
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.405299,-99.164989,3.0,1,2.0,117.0,7250000.0,61965.81196581197,06760,Quintana Roo,Ciudad de México
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.405299,-99.164989,3.0,1,2.0,148.0,11390000.0,76959.45945945945,06760,Quintana Roo,Ciudad de México
"Guanajuato, Roma Norte, Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.4168211,-99.1596475,2.0,2,2.0,117.0,9350000.0,79914.52991452992,06700,Plaza Luis Cabrera,Ciudad de México
"Departamentos En Preventa Zona Tec Monterrey, Roma, Monterrey, Nuevo León",Mundo Raiz,25.6559439,-100.2964731,1.0,1,2.0,41.0,2392000.0,58341.46341463415,64700,Calle 2 de Abril - Jesús Dionisio González,Nuevo León
"Durango, Roma Norte, Cuauhtémoc, Distrito Federal",Morris Lan,19.4226693,-99.1552628,2.0,2,2.0,150.0,9190720.0,61271.46666666667,06700,9,Ciudad de México
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.405299,-99.164989,3.0,1,2.0,137.0,9905250.0,72301.09489051095,06760,Quintana Roo,Ciudad de México
"Roma Sursn, Roma Sur, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.405299,-99.164989,2.0,1,3.0,149.0,9670000.0,64899.328859060406,06760,Quintana Roo,Ciudad de México
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.405299,-99.164989,4.0,1,3.0,117.0,8854256.0,75677.4017094017,06760,Quintana Roo,Ciudad de México
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.405299,-99.164989,2.0,1,3.0,111.0,7010000.0,63153.15315315315,06760,Quintana Roo,Ciudad de México
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.405299,-99.164989,3.0,1,2.0,108.0,13170500.0,121949.07407407407,06760,Quintana Roo,Ciudad de México
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.405299,-99.164989,3.0,1,2.0,89.0,8584000.0,96449.4382022472,06760,Quintana Roo,Ciudad de México
"Bajio, Roma Sur, Cuauhtémoc, Distrito Federal",Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,2.0,2,3.0,111.0,6790000.0,61171.17117117117,06760,Quintana Roo,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Rent A House Cdmx,19.405299,-99.1649891,2.0,1,2.0,111.0,5550000.0,50000.0,06760,Quintana Roo,Ciudad de México
"Guanajuato, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4159657,-99.163205,3.0,2,3.0,187.0,10850000.0,58021.39037433155,06700,198,Ciudad de México
"Snsn, Roma Norte, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.419526,-99.162549,2.0,1,2.0,78.0,4710600.0,60392.307692307695,06700,Calle de Durango,Ciudad de México
"Snsn, Roma Norte, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.419526,-99.162549,2.0,1,2.0,76.0,6661750.0,87654.6052631579,06700,Calle de Durango,Ciudad de México
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.405299,-99.164989,3.0,1,2.0,99.0,9694000.0,97919.19191919192,06760,Quintana Roo,Ciudad de México
"Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.4155552,-99.1615919,2.0,2,3.0,270.0,14040000.0,52000.0,06700,Zacatecas,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Mi Casa Propia,19.4084483,-99.1641243,2.0,1,2.0,74.0,4369000.0,59040.54054054054,06760,Nautla,Ciudad de México
"Linares, Roma Sur, Cuauhtémoc, Distrito Federal",Zona Ryg,19.4058661,-99.1605993,3.0,2,3.0,140.0,8706563.0,62189.735714285714,06760,Linares,Ciudad de México
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.405299,-99.164989,3.0,1,2.0,125.0,7350000.0,58800.0,06760,Quintana Roo,Ciudad de México
"Roma Sursn, Roma Sur, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.405299,-99.164989,2.0,1,3.0,112.0,6790000.0,60625.0,06760,Quintana Roo,Ciudad de México
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.405299,-99.164989,2.0,1,2.0,141.0,7550000.0,53546.09929078014,06760,Quintana Roo,Ciudad de México
"Calle Manzanillo, Roma Norte, Cuauhtémoc, Distrito Federal",Houm,19.4109219,-99.1662218,1.0,1,1.0,52.0,3500000.0,67307.69230769231,06700,Calle Manzanillo,Ciudad de México
"Roma Norte, Cuauhtémoc, Distrito Federal",Neximo,19.4146375,-99.1574697,1.0,1,1.0,70.0,4320000.0,61714.28571428572,06700,Córdoba,Ciudad de México
"Av. Insurgentes Sur179, Roma Norte, Cuauhtémoc, Distrito Federal",Hc Hogar Bienes Raices,19.421902,-99.1636,1.0,1,1.0,34.0,2820000.0,82941.17647058824,06700,Avenida Insurgentes Sur,Ciudad de México
"Frontera, Roma Norte, Cuauhtémoc, Distrito Federal",Colokrte ,19.4148864,-99.1549892,2.0,1,2.0,129.0,8200000.0,63565.891472868214,06700,Frontera,Ciudad de México
"Chilpancingo, Roma Norte, Cuauhtémoc, Distrito Federal",Colokrte ,19.4047228,-99.1693665,1.0,1,1.0,51.0,3268137.0,64081.117647058825,06100,Avenida de los Insurgentes Sur,Ciudad de México
"Zacatecas, Roma Sur, Cuauhtémoc, Distrito Federal",Quality Habitat,19.4162304,-99.1575166,2.0,2,2.0,127.0,8000000.0,62992.12598425197,06700,Zacatecas,Ciudad de México
"Departamentos En Preventa Zona Tec Monterrey, Roma, Monterrey, Nuevo León",Mundo Raiz,25.6559439,-100.2964731,1.0,1,1.0,40.0,2326000.0,58150.0,64700,Calle 2 de Abril - Jesús Dionisio González,Nuevo León
"Puebla 277 Roma Norte, Roma Norte, Cuauhtémoc, Distrito Federal",Investemx,19.4213841,-99.1690072,2.0,2,2.0,71.0,5580000.0,78591.54929577465,06700,Puebla,Ciudad de México
"Tonalá, Roma Sur, Cuauhtémoc, Distrito Federal",Grupo Inmobiliario Gid13,19.4114483,-99.1611243,2.0,1,2.0,74.0,4369000.0,59040.54054054054,06760,Tonalá,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Sspropiedades,19.4105302,-99.1656737,2.0,1,2.0,81.0,4753000.0,58679.01234567901,06760,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Sspropiedades,19.4119026,-99.1596531,2.0,2,2.0,97.0,5752000.0,59298.969072164946,06700,Coahuila,Ciudad de México
"Michoacan66, Roma Sur, Cuauhtémoc, Distrito Federal",Graciela Graze,19.411306,-99.173186,3.0,1,3.0,186.0,11000000.0,59139.78494623656,06100,66,Ciudad de México
"Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",Coldwellbankerpremium,19.4147532,-99.1605853,2.0,3,3.0,154.0,17864000.0,116000.0,06700,Calle Querétaro,Ciudad de México
"Tonalá, Roma Sur, Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.4114483,-99.1611243,2.0,1,2.0,90.0,4300000.0,47777.77777777778,06760,Tonalá,Ciudad de México
"Guanajuato, Roma Norte, Cuauhtémoc, Distrito Federal",Zona Ryg,19.4156597,-99.164933,3.0,2,3.0,220.0,13500000.0,61363.63636363636,06700,Guanajuato,Ciudad de México
"Morelia, Roma Norte, Cuauhtémoc, Distrito Federal",Almanza Inmobiliaria,19.4199917,-99.15528,2.0,1,3.0,99.0,5140000.0,51919.19191919192,06700,Calle Morelia,Ciudad de México
"Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.4155552,-99.1615919,2.0,2,2.0,161.0,8398000.0,52161.490683229815,06700,Zacatecas,Ciudad de México
"Departamentos En Preventa Zona Tec Monterrey, Roma, Monterrey, Nuevo León",Mundo Raiz,25.6559439,-100.2964731,1.0,1,3.0,82.0,4250000.0,51829.26829268293,64700,Calle 2 de Abril - Jesús Dionisio González,Nuevo León
"Snsn, Roma Norte, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.419526,-99.162549,1.0,1,1.0,56.0,4496000.0,80285.71428571429,06700,Calle de Durango,Ciudad de México
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Buscatuhogarmexico,19.405299,-99.164989,2.0,1,2.0,7210.0,4198000.0,582.246879334258,06760,Quintana Roo,Ciudad de México
"Puebla 277 Roma Norte, Roma Norte, Cuauhtémoc, Distrito Federal",Investemx,19.4213841,-99.1690072,2.0,2,2.0,71.0,5625000.0,79225.35211267606,06700,Puebla,Ciudad de México
"Puebla 277 Roma Norte, Cuauhtémoc, Distrito Federal",Investemx,19.4213841,-99.1690072,2.0,2,2.0,104.0,7390000.0,71057.69230769231,06700,Puebla,Ciudad de México
"Puebla 277 Roma Norte, Cuauhtémoc, Distrito Federal",Investemx,19.4213841,-99.1690072,3.0,2,3.0,123.0,13800000.0,112195.12195121952,06700,Puebla,Ciudad de México
"Aguascalientes, Roma Sur, Cuauhtémoc, Distrito Federal",Remax Real Estate Consultants,19.4088,-99.1637,1.0,1,2.0,66.0,4340240.0,65761.21212121213,06760,Medellín,Ciudad de México
"Chilpancingo, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4028811,-99.168873,1.0,1,2.0,53.0,3590000.0,67735.84905660378,06760,Calle Bajío,Ciudad de México
